Genes,F:\massdata\20240930TPP\m\20240930_tpp_m_01.raw,F:\massdata\20240930TPP\m\20240930_tpp_m_02.raw,F:\massdata\20240930TPP\m\20240930_tpp_m_03.raw,F:\massdata\20240930TPP\m\20240930_tpp_m_04.raw,F:\massdata\20240930TPP\m\20240930_tpp_m_05.raw,F:\massdata\20240930TPP\m\20240930_tpp_m_06.raw,F:\massdata\20240930TPP\m\20240930_tpp_m_07.raw,F:\massdata\20240930TPP\m\20240930_tpp_m_08.raw,
WSB1,890626,769120,527957,527957,553009,279711,162691,162691
WWC1,4160000,4170000,3300000,3370000,4140000,5620000,0,0
YDJC,235947,152856,102032,121865,104635,79796.4,0,0
YRDC,8520000,6480000,3540000,3900000,2780000,1730000,0,0
ZC3H7A,2730000,2400000,1280000,1030000,1170000,219578,0,0
ABHD13,2570000,2190000,2180000,2010000,1300000,758189,257024,0
ABRAXAS1,2410000,1330000,1330000,1620000,2020000,2040000,477064,0
ACADSB,3550000,2420000,1550000,1370000,1380000,163693,243869,0
ACBD6,1930000,1630000,1590000,831667,755002,344880,344880,298038
ACOT8,9090000,6770000,3130000,1270000,761428,407823,106327,0
ACOT9,7860000,6210000,3120000,2770000,1570000,1010000,255571,255571
ACTR3B,2820000,2770000,2750000,2520000,2870000,3130000,1400000,0
AGPAT5,5650000,4090000,2020000,1710000,1200000,634412,357710,0
AHR,1540000,1210000,682487,626838,382164,164513,164513,141488
AIDA,2640000,2780000,2320000,2750000,1860000,1700000,752603,0
ALG2,2920000,1920000,1370000,1260000,705506,266695,276824,0
ALG6,3880000,3410000,2580000,2150000,1450000,784970,644752,0
ALG9,3160000,2760000,1680000,1430000,876132,437257,224201,0
ALKBH2,496829,384069,289252,387149,578311,578311,470940,959209
ALKBH4,1390000,1370000,1050000,742207,501049,340772,145795,145795
ALOX5,3000000,3340000,4510000,3660000,3860000,2540000,869182,0
AMACR,875890,626914,822184,722595,658271,404176,79658.5,0
AMFR,892282,719559,503216,482602,244037,117538,117538,118964
ANKH,365114,276814,128311,133828,303862,270896,154287,0
ANO10,1760000,1430000,2960000,2260000,2290000,1090000,82428.1,0
AP1S2,1510000,1400000,859501,586422,545116,364587,241240,0
AP4E1,942456,718555,499042,463959,496982,468248,122211,0
APC,740321,656739,459020,459020,418838,519209,595295,766503
ARFGEF2,7690000,6330000,3300000,3050000,2010000,1290000,579746,0
ARFRP1,3030000,2230000,1360000,992601,865687,403020,288935,0
ARHGEF11,549995,520788,444828,192221,224193,132559,94238.5,0
ARL2,4960000,4000000,2490000,2260000,1690000,788526,502632,0
ARPP19,1390000,2220000,355465,1090000,1280000,1280000,1090000,2120000
ARSB,1460000,841448,841448,738115,940942,1040000,1220000,1380000
ASF1A,5890000,5610000,3050000,3050000,3580000,4110000,3460000,2230000
ATG12,1190000,811096,1570000,1090000,763176,668003,609288,0
ATG4B,2890000,2960000,1490000,1020000,692170,436717,616633,616633
ATP2C2,4680000,3840000,2010000,1920000,1180000,888830,441629,441629
ATP5MF,59100000,33200000,13000000,43000000,21300000,7010000,2960000,2960000
ATP8B1,8580000,8160000,2250000,7050000,1180000,937959,369179,0
ATP9A,19900000,16300000,8570000,6770000,3420000,1500000,706948,0
ATXN7L3,263997,241532,176568,309890,206021,213222,138239,0
B3GALT6,2600000,1950000,1160000,1370000,622405,253820,175852,0
B4GALT3,2690000,2420000,1470000,1700000,635595,737736,280315,280315
BACE2,364733,382271,415407,415407,346971,473379,485120,367407
BAG5,996440,992960,393051,332299,493721,284091,184718,0
BANP,4080000,2820000,3250000,2450000,1680000,1050000,554777,0
BCAR3,5300000,4550000,3980000,2990000,2160000,1280000,451725,0
BCR,1680000,1650000,949593,670826,449421,1130000,1130000,855828
BDH2,1260000,917895,1090000,701878,381249,395859,186446,186446
BLTP3A,1290000,1260000,838137,997687,1080000,646289,180980,180980
BMP2K,54164.2,87300.4,87300.4,106666,92430.4,73543.9,53940.3,55781
BRCA1,358344,565768,565768,643149,638157,653051,627124,634778
BRF1,559093,314325,243881,251119,332192,263398,186044,186044
BROX,8090000,7010000,7940000,6900000,3220000,1970000,632956,0
C19orf25,1900000,1900000,1640000,1570000,2140000,2570000,2220000,3590000
C1GALT1C1,3020000,2800000,2240000,1610000,1060000,481699,851665,851665
C1orf159,437961,299042,292685,206238,250280,153975,72756.9,0
C2orf69,13600000,12300000,11800000,11300000,10400000,6700000,2100000,0
C3,1390000,1390000,666252,1080000,836042,1280000,1130000,2140000
C5orf24,286773,286773,190298,174715,252799,276816,425079,517794
C8orf33,1680000,1560000,1050000,998848,568969,258177,258177,1040000
C8orf82,11400000,11800000,9090000,8660000,7510000,7180000,2140000,0
CABLES1,655557,1010000,418451,244214,1010000,1010000,860596,1190000
CACFD1,782997,1460000,1460000,3370000,2450000,2940000,4290000,5260000
CAPN15,1870000,1310000,1110000,942284,648253,642306,730463,0
CARNMT1,10100000,7540000,6050000,3940000,2740000,1460000,730484,0
CASC3,645744,815210,314005,314005,636627,302901,315160,384142
CBLC,473776,306014,419299,245887,303552,113644,33588.7,0
CCDC117,1180000,1040000,948839,1190000,885607,560009,667190,667190
CCDC22,3920000,3620000,2220000,1510000,949117,397639,122108,0
CD164,745315,656817,425052,425052,812564,726379,724580,1190000
CDC16,2460000,1840000,1340000,1260000,837368,524352,433260,433260
CDC27,7060000,6310000,4050000,4420000,2210000,1840000,814832,0
CDC34,949313,1040000,589260,578919,295131,257593,106335,0
CDK5,16300000,13100000,9230000,6190000,3400000,1630000,921206,0
CDK5RAP1,1220000,1250000,569777,406146,224660,156177,363267,363267
CDK8,18100000,16400000,13100000,9780000,8280000,2510000,869103,869103
CDKAL1,4180000,3490000,1720000,1620000,837329,671322,422156,422156
CENPK,342154,587322,430935,458377,174435,174435,289239,182886
CEPT1,7140000,5840000,2510000,1710000,1080000,811956,235987,0
CFAP298,3190000,2210000,2080000,1290000,628033,234388,420325,420325
CFL2,187504,171906,171906,141478,198419,236611,124424,69394.9
CHKA,3750000,3370000,2740000,2080000,1630000,775734,602069,0
CHST14,830109,644900,424494,524775,222966,180202,91515.9,0
CIR1,72923.6,80613.5,81758.8,72842.2,72842.2,80037.2,112583,88864.6
CLASRP,688595,654379,640366,473159,329728,287061,169177,0
CLCN2,4670000,4200000,2980000,2760000,1760000,1160000,439604,439604
CLDND1,841808,636623,657946,552777,341921,341921,394462,278363
CMTM3,6390000,4940000,3490000,3140000,1610000,1610000,1700000,994691
CNEP1R1,618319,528719,413467,264551,240571,191722,130650,130650
CNOT8,5190000,4100000,2810000,2400000,2130000,311070,311070,477138
CNST,321539,403909,324802,324802,494802,615611,481679,608303
COG6,4470000,3780000,1980000,1810000,904838,587325,200412,0
COIL,2650000,2080000,1350000,1190000,1160000,806731,398924,398924
COMMD1,1060000,1030000,991418,991418,754143,530930,673280,403287
COMMD2,12500000,12700000,9560000,6660000,4170000,2290000,986451,986451
COMMD3,2930000,2950000,3100000,2100000,1320000,249237,1040000,1040000
COMMD8,8550000,8170000,5680000,4190000,3390000,1590000,1590000,1260000
COQ8B,5030000,2950000,2380000,1260000,856198,547133,146903,0
CORO1A,9240000,8080000,8460000,8180000,3330000,1280000,550369,0
COX14,3320000,2630000,2320000,1330000,635211,1040000,374850,0
COX8A,3980000,6200000,5790000,7820000,6370000,8550000,9440000,9440000
CPSF4,2770000,2660000,1750000,1900000,1220000,1070000,511387,0
CRACD,769702,769702,293604,617668,146549,539819,241098,647489
CRPPA,428969,312516,240842,240842,515488,492175,440409,506793
CRTAP,2310000,1940000,1090000,901671,414594,314125,84222.9,84222.9
CRYZL1,1200000,1140000,1140000,1380000,1320000,1500000,1090000,371954
CSNK1D,2830000,2600000,2770000,1460000,855541,463456,156430,156430
CTSL,833344,833344,949381,967485,1160000,1280000,932246,458158
CUEDC2,1180000,911312,911312,1230000,1280000,1620000,1720000,1680000
CXCR4,1970000,2870000,1390000,1510000,892533,658677,296947,296947
CYB561,703300,703300,1080000,1370000,1070000,1530000,1720000,1630000
CYB5R2,437526,384460,289482,345844,570614,668594,301299,0
CYP51A1,6560000,5420000,3140000,3330000,1940000,1390000,581476,0
DAB2IP,969786,845122,477278,585057,382641,382641,491751,392020
DAGLB,4180000,3490000,2400000,2380000,1010000,1710000,764340,0
DCUN1D4,849563,918231,740453,600851,606818,404219,274656,0
DDX27,2420000,1890000,1380000,1050000,547187,417995,198171,198171
DEGS2,1960000,1630000,1250000,1060000,942444,590886,184170,0
DFFB,1820000,1410000,1710000,1250000,1280000,428188,170228,0
DHRS1,6010000,3820000,7200000,2180000,1470000,735943,363642,0
DHX37,2410000,1680000,875923,691661,484265,365174,586734,586734
DNAJA4,1210000,714157,714157,846310,789163,551362,519036,209966
DOCK1,918924,785850,409945,416129,235059,244608,244608,550539
DOCK7,6330000,5520000,3410000,2580000,1380000,795840,431047,431047
DPCD,7430000,5640000,5540000,3830000,2460000,276651,276651,2200000
DPH1,4020000,3430000,3360000,2830000,2660000,1900000,902674,0
DSCC1,3400000,3130000,1990000,1340000,731585,281971,316448,0
DSN1,8170000,8310000,6460000,5550000,6180000,4240000,2950000,2950000
DST,1190000,1000000,1040000,998957,820384,374202,596992,596992
EARS2,31200000,22600000,10800000,8300000,5190000,2250000,1830000,0
EBAG9,2290000,2290000,4300000,3550000,2910000,3350000,2750000,1720000
EDEM2,1190000,785510,700963,376627,376627,306082,309013,264470
ELP4,498874,319950,421918,233025,233025,172373,186383,147391
EOGT,694358,742940,681561,581123,412256,141627,95383.7,0
EP400P1,409340,215608,275972,186574,274907,274907,231827,274178
ERI3,13200000,11700000,5780000,3460000,4090000,1300000,3570000,3570000
ESRP2,8070000,7710000,3810000,3360000,1360000,600934,844871,844871
EXOC4,7860000,6200000,3070000,2660000,1060000,568882,287259,0
F2R,1600000,1200000,1110000,955090,667414,227761,328385,328385
FAM185A,412785,332078,368941,266305,366980,451262,267613,0
FAR2,6820000,5030000,2140000,1930000,615121,419828,214857,0
FBXO3,1230000,1090000,784180,674751,866734,996885,380675,0
FBXO38,1170000,967184,1130000,982900,722008,784662,169836,0
FBXW9,6710000,5070000,2400000,1060000,953128,835976,585246,0
FECH,5110000,4600000,4810000,3770000,1940000,983100,458264,0
FGFR2,1290000,966288,725035,686703,422351,172492,183786,183786
FGGY,275456,243644,166588,194967,375762,387640,287182,0
FIBP,1310000,1240000,739830,909531,560151,265007,102816,102816
FITM2,3040000,3340000,1470000,1710000,876113,500643,235262,235262
FLG2,1470000,346620,556431,853143,690425,690425,8930000,2960000
FOCAD,5970000,5640000,2940000,2580000,973659,350720,350720,466560
FOXO1,849263,729228,245843,467753,333813,500865,325579,325579
FRMD8,889326,579735,656395,490099,423892,193297,84421.3,0
FSCN1,497711,370636,421050,398217,274946,327465,281920,0
FTSJ1,400336,262528,222646,251267,142864,58790,29827.7,0
GATA6,120594,198998,157463,172416,194222,167719,167719,235479
GATD1,796610,1340000,932652,728595,671191,338017,293477,0
GCDH,10000000,5710000,2960000,2290000,1490000,807694,302702,302702
GEMIN8,1540000,1140000,1140000,667699,677726,654447,569360,671189
GFER,140906,140906,466578,1050000,553563,1020000,1210000,1730000
GGCX,1110000,1040000,558592,611598,352605,264528,131023,131023
GLYR1,1370000,1100000,556808,499500,525258,509487,644871,644871
GNPAT,10600000,8370000,4880000,3700000,1720000,714472,476969,0
GOLGA7,2050000,1990000,1640000,1750000,954833,954833,784533,777331
GPATCH11,832227,832227,794052,741978,800025,956830,1040000,1190000
GPS2,1140000,1210000,715445,598031,975414,1020000,190436,190436
GSDMB,1710000,1250000,959785,1030000,979006,1100000,602631,0
GSTO2,622709,502302,571255,402271,296677,293366,153320,0
GTF2H3,2700000,2570000,1690000,1350000,1430000,453641,439961,0
GTF3A,2790000,1360000,1070000,2080000,1760000,710893,105712,0
GTF3C2,12800000,10400000,7930000,6560000,4150000,2230000,1710000,0
GTPBP10,6290000,3850000,2240000,1630000,634124,470733,277728,0
GTPBP4,3490000,1950000,2310000,636481,2170000,504247,232947,0
HAGHL,247530,216210,121896,121896,203421,109311,234727,194617
HAUS7,1110000,1390000,1140000,791931,934948,934948,998993,1380000
HEATR1,15600000,11300000,6770000,3930000,971860,420359,531391,531391
HECTD1,4720000,3740000,2590000,2840000,1410000,1070000,601051,601051
HELZ2,10500000,9060000,7100000,6400000,5480000,4140000,1360000,0
HERC3,229684,187058,184964,141873,98174,53765.1,48019.1,0
HFE,1170000,1250000,717747,1040000,1040000,1140000,1520000,1190000
HID1,3680000,3740000,1460000,1030000,608192,384189,169898,169898
HIF1AN,5770000,5770000,2270000,2270000,2520000,1810000,1590000,1900000
HKDC1,21700000,16500000,9490000,7830000,3630000,1740000,604198,0
HLCS,1490000,1150000,790114,743116,492610,290971,247872,0
IFI30,1200000,1260000,1090000,1090000,773156,1360000,682440,0
IFT22,2260000,1830000,1180000,1540000,631400,631400,996385,1040000
ILRUN,1450000,766263,777921,803281,627577,368346,169398,0
ING3,330936,411383,655391,655391,581269,661722,681278,737371
ING4,1190000,895965,856309,908693,1090000,1360000,455507,455507
INPP1,6060000,6480000,3640000,2910000,1930000,1020000,594528,594528
INPP5F,788867,718771,527820,374675,246902,155087,195548,195548
IPO8,9250000,5090000,3350000,2440000,1700000,704490,396516,0
IREB2,4610000,4280000,3410000,2050000,1140000,594722,236222,0
IRF6,2900000,2640000,2390000,1830000,1020000,403611,259569,0
IRF9,12400000,10600000,6450000,6080000,2270000,1520000,644523,0
ISCA1,1660000,1960000,1680000,2230000,2230000,2880000,2140000,1870000
JAG1,1310000,1380000,818842,817921,659534,865502,360706,0
KAT7,1900000,412708,117852,117852,133340,128742,148237,211529
KCNAB2,480971,425192,425192,495209,672570,788439,474405,310706
KDELR2,6650000,6490000,3460000,2930000,2230000,1530000,1880000,1880000
KDM4A,182000000,164000000,870265,857811,395142,85900000,165820,165820
KIAA1191,378882,378882,368440,354194,328300,266627,433668,399722
KIF3B,6720000,5110000,2810000,2550000,1300000,967529,348713,0
KNOP1,506727,506727,627497,505919,651008,654385,358576,452727
KRT14,1730000,1210000,1210000,2140000,903533,2510000,1560000,4040000
KYAT1,10100000,10900000,9490000,6610000,9410000,9590000,6110000,0
L1RE1,2810000,794502,794502,1200000,840476,883728,916587,798223
LIG4,6330000,4600000,3780000,2470000,1530000,1290000,1330000,1330000
LIN37,267138,312923,295098,249943,329170,250506,152075,0
LIPT2,853229,907477,857962,857962,990391,867284,386942,853050
LMBRD1,5850000,5530000,3420000,2210000,3560000,3280000,2270000,0
LSM11,805766,805766,709900,714603,948339,1040000,1240000,992721
LSM5,1510000,1510000,3590000,1980000,6970000,6560000,1700000,4650000
MADD,2650000,2290000,1350000,1230000,681556,550021,401062,401062
MANEA,6470000,5690000,4930000,3440000,3630000,2000000,785486,0
MAP3K4,20500000,18500000,18300000,15200000,13100000,9590000,1420000,1420000
MAPK14,7600000,7870000,5810000,3360000,1490000,1140000,416113,416113
MAPKAPK5,21700000,15000000,10400000,7550000,3190000,1580000,707030,707030
MBD6,153579,41986.5,41986.5,50953.2,50477.6,169784,59491.4,57268.6
MBNL2,7040000,5650000,3970000,2460000,5590000,2840000,2840000,1990000
MBTPS1,959039,951890,608644,799393,584991,358523,306121,0
MDN1,5510000,4560000,4040000,7870000,550139,298535,353694,353694
ME3,369732,369732,538694,349410,638395,666539,1030000,1130000
MEA1,872520,872520,479306,958093,570893,833978,903723,1750000
MED17,6490000,6370000,4360000,4370000,1560000,786796,529224,0
MED26,286142,286142,269583,270757,186838,219351,193800,186627
MED27,2340000,1850000,2790000,2270000,1360000,828483,367381,0
METTL14,4940000,3610000,2800000,3210000,5850000,531210,531210,834947
MFN1,6470000,5080000,3050000,2710000,1640000,1040000,590921,0
MFSD1,1210000,1210000,1020000,959714,449342,356355,84210.7,0
MGST2,5610000,4250000,4620000,3430000,2720000,1940000,5010000,0
MINDY3,2340000,1980000,1960000,1670000,1280000,787773,180326,0
MINK1,614206,602284,355583,305969,182840,147015,109286,0
MIOS,2240000,2210000,1500000,1230000,1300000,962427,497695,0
MKLN1,1940000,2040000,2030000,1730000,1870000,1320000,388005,0
MKRN2,611295,540399,326348,253804,259512,325095,129602,0
MORC2,2720000,2450000,1580000,1440000,1100000,656396,323275,0
MPC1,684715,677005,564065,299817,339055,199999,122464,122464
MPHOSPH6,4490000,5650000,3210000,2740000,1070000,4180000,4180000,4750000
MRPL23,3370000,3460000,1850000,2290000,1270000,705787,304046,304046
MRPL27,5980000,4740000,3050000,2980000,1800000,1150000,556121,0
MRPL47,9870000,8450000,5200000,5720000,2930000,1990000,1030000,0
MRPL48,5110000,5200000,4040000,3360000,2000000,1180000,399065,0
MRPL9,6110000,4720000,2280000,1890000,820072,320723,106106,0
MRPS17,3690000,3650000,2330000,2010000,1010000,289922,289922,145097
MRPS30,9230000,16300000,3880000,2990000,990306,646312,443587,0
MRPS33,2390000,1720000,1810000,1910000,1250000,614865,211291,211291
MRPS5,1990000,1630000,248616,753444,576134,265645,280423,0
MRPS9,7280000,5650000,2870000,3110000,1400000,811342,408725,0
MT-CO3,7050000,6200000,2600000,3870000,2210000,882229,437444,0
MT-ND2,8860000,8110000,3900000,2540000,1800000,504308,451244,0
MTG1,8750000,7330000,3840000,3150000,1570000,954936,317471,0
MTO1,1650000,1370000,590685,495929,600369,303003,168160,0
MYD88,550234,541607,360925,326117,180992,89075.1,85531.5,0
MYO1D,6660000,4730000,2900000,2490000,1150000,627658,434454,0
MYO1E,3170000,2610000,1330000,1050000,696522,792776,662593,662593
MYO5B,2770000,1870000,269898,539595,248632,273050,1340000,1340000
MYSM1,495598,358029,418147,174793,146694,188618,128032,128032
N4BP1,2500000,2310000,2310000,2340000,1530000,1110000,1120000,1400000
N6AMT1,1260000,619686,365836,355104,278131,387232,265584,0
NAAA,459766,541410,346510,307663,145327,150346,150346,254750
NCAPH2,1860000,1510000,807898,923346,749866,311300,337812,337812
NDUFB6,3700000,3100000,2450000,2220000,2110000,854162,502070,0
NEMF,3490000,3380000,3200000,2290000,1390000,596702,549044,0
NFKB2,2670000,2430000,1630000,1340000,855481,462083,181628,0
NFXL1,7190000,5470000,3720000,2930000,2020000,1220000,660728,0
NKIRAS2,1590000,1220000,865258,824907,704501,463247,234143,234143
NMNAT1,775362,775362,828681,480197,674103,784032,768449,849900
NMRAL1,4250000,3630000,2730000,1790000,1170000,676708,648900,0
NOB1,4160000,4070000,2700000,2150000,1390000,1030000,798097,798097
NOM1,566520,426350,167159,142802,140457,86202.9,187055,187055
NR2F6,3180000,2690000,1900000,664489,785815,576723,200044,0
NUDT16L1,1270000,1260000,1710000,1460000,786905,560045,318545,0
NUDT2,1740000,1690000,632691,485303,615642,369243,289284,289284
NXF1,10900000,18900000,9680000,12100000,2350000,611868,329236,0
NXT1,2410000,2430000,1810000,1260000,762709,545537,1030000,1030000
OARD1,6570000,6360000,4560000,3310000,2060000,908183,709382,0
OAS1,6990000,6070000,5210000,3990000,2170000,1100000,519995,0
ORC2,3870000,3520000,3380000,2430000,2260000,4670000,4670000,5530000
ORC5,5530000,4050000,2170000,1680000,1280000,169051,169051,432574
ORMDL1,1240000,1070000,910750,692883,483860,483860,390488,316171
OSBPL10,4280000,3400000,1470000,1310000,859011,465278,146769,146769
OSBPL9,4390000,3960000,2190000,1770000,850386,438481,137663,0
OSGEPL1,660837,587719,357349,392458,265870,169116,45156.5,0
OSTM1,2260000,2260000,2210000,1670000,1390000,1840000,1880000,2240000
OXA1L,12000000,9290000,4650000,3870000,1650000,889357,484244,0
PABIR1,1540000,1170000,631137,631137,1090000,1270000,1100000,1350000
PADI1,1220000,1160000,1280000,986838,1040000,842067,311374,0
PAK1IP1,2340000,10400000,7660000,8370000,7390000,8090000,537672,0
PALD1,4470000,2800000,1730000,2000000,883404,773640,190575,0
PALS1,4050000,3170000,1790000,1700000,789242,410811,398060,0
PANK4,2420000,2050000,946259,1090000,498928,452775,272019,0
PARG,2120000,2130000,942791,1050000,1720000,354110,354110,591189
PCGF2,3630000,3140000,2430000,1950000,1760000,1170000,734542,0
PCLAF,970999,933709,1320000,894198,1380000,1380000,1760000,3170000
PCM1,476125,1100000,542112,542112,622308,702472,639875,1030000
PDE4D,1780000,1410000,1120000,1090000,1070000,603777,165037,0
PDPK1,4140000,3750000,2090000,1390000,1010000,374044,156601,0
PGGT1B,2470000,2340000,1740000,1530000,1460000,1120000,458902,0
PI4K2A,6420000,6340000,4120000,2770000,1640000,896621,298960,0
PICK1,3650000,3720000,2100000,1920000,1310000,515601,690102,0
PIDD1,170095,151668,189487,155558,205690,195055,271670,0
PIEZO1,2110000,2380000,1120000,881156,569121,280671,98147.7,0
PIGK,11900000,12900000,54800000,7290000,12800000,961911,161389,0
PIGT,13100000,10500000,6320000,4850000,2910000,1370000,858248,0
PIK3R1,5070000,4470000,3670000,3240000,1380000,510093,335174,0
PIP,2250000,1230000,1230000,929784,546456,418137,494475,923646
PIP4P1,5030000,4280000,3170000,2960000,1530000,1360000,1140000,0
PLEKHA1,4600000,4040000,2370000,1780000,1220000,547147,615476,615476
PLEKHF2,7060000,3700000,3220000,2820000,3650000,1490000,312250,0
PLEKHG3,436720,317992,278914,256383,180731,201064,201064,265646
PMS1,6140000,5200000,3600000,3800000,2970000,2070000,1340000,0
PNO1,7630000,5840000,2410000,2270000,1590000,902546,1050000,1050000
POLA1,1970000,1120000,2000000,1410000,181615,74837.5,94717.1,0
POLR2F,9810000,9810000,2840000,2720000,5070000,5980000,5720000,7810000
POLR3A,5490000,5360000,3430000,3030000,1960000,1090000,212781,212781
POLR3E,2080000,1820000,1550000,1140000,768928,590842,335683,0
PPM1F,1420000,1230000,817454,452571,274462,343166,276953,276953
PPP2R5C,4420000,4150000,3190000,2960000,1010000,454537,371696,0
PPP3CC,1190000,948090,1280000,1140000,1300000,1080000,1040000,0
PRCP,707953,451080,207762,249809,413648,408554,159628,0
PREPL,1630000,1250000,1060000,977596,605325,318347,202529,0
PRKAB1,6150000,4490000,3570000,2640000,1600000,893600,356295,0
PRKD2,7810000,4570000,2810000,2200000,1080000,2090000,176024,176024
PRMT6,328609,252254,344510,356555,293704,231340,119600,0
PRPF18,1890000,1700000,760712,923549,630309,302836,302836,291571
PRPF39,937093,677018,781204,450410,407978,162197,190935,0
PRR14L,818063,505821,505821,550790,620196,595192,392305,1880000
PRR36,507251,481646,481646,817454,643321,663056,504418,524207
PRXL2A,1830000,2050000,926500,2220000,1420000,997594,351404,0
PSME4,8800000,8200000,6640000,5510000,2850000,1840000,987348,0
PTGS2,1460000,1630000,1500000,569915,1700000,1700000,1530000,1390000
PTK6,4690000,3780000,3150000,1800000,1640000,916691,514146,514146
PTPN23,8590000,7040000,6230000,4820000,3300000,1680000,843009,0
PUDP,2550000,2990000,2470000,2460000,2610000,2040000,720021,0
PUS7L,724685,23100000,609464,20100000,895027,13800000,5930000,0
PXMP2,18500000,14100000,9170000,7980000,3970000,2230000,590672,590672
R3HDM1,215714,356287,201463,205957,205957,426317,536576,515769
RAB29,3590000,2210000,1520000,1120000,527188,293728,582225,0
RAB8B,1590000,1410000,662139,960825,928006,711232,325665,0
RAET1G;RAET1L;ULBP2,1910000,1290000,1290000,1330000,1220000,1240000,602724,429357
RALGAPB,1860000,1570000,849992,754912,544078,224007,182863,0
RANBP6,12000000,10600000,6350000,3560000,7640000,3490000,3490000,2600000
RBP4,1060000,1060000,1470000,1010000,1960000,2370000,1690000,2370000
RBPJ,2160000,1790000,2030000,1750000,1740000,1690000,1010000,0
RDH13,24600000,17100000,8430000,7390000,4280000,2200000,723039,723039
REEP4,8220000,7760000,4810000,4710000,2410000,1230000,693031,0
RFT1,4780000,3260000,2340000,1290000,988218,530275,236343,0
RFXAP,131418,186276,184516,134899,122146,329538,552026,552026
RMC1,2320000,1980000,1600000,1290000,632274,250478,151515,0
RMI2,1880000,1500000,1100000,845774,832045,727308,519076,0
RPL32,17500000,14400000,7980000,8810000,4140000,2370000,1330000,0
RPL7A,747244,574276,314951,204614,617288,617288,739290,410648
RPP38,2960000,2460000,1870000,1420000,757337,443538,337394,0
RPS27L,3790000,3270000,1770000,1550000,478678,478678,275088,497131
RTN4IP1,8800000,7860000,5880000,4200000,2400000,1730000,1730000,0
S100A9,1070000,940032,940032,649461,493150,3980000,940088,1290000
SAR1B,16200000,15700000,9110000,6770000,3560000,1980000,838401,0
SATB1,288452,279629,286552,211687,192171,121082,105727,0
SBNO1,4880000,5360000,4340000,3520000,2890000,1010000,435826,0
SCRN2,4310000,4660000,4670000,3920000,3000000,2050000,729071,729071
SCRN3,1400000,1440000,1030000,1090000,1490000,1190000,303572,0
SDHAF3,3210000,2960000,1030000,980193,1890000,697727,697727,557551
SELENOI,3310000,3520000,1720000,2020000,1150000,825196,227470,227470
SELENOO,11000000,7170000,3300000,2690000,1140000,448311,125938,0
SENP3,2030000,1280000,663194,721838,351824,302201,361823,361823
SERINC5,2050000,1600000,2150000,755528,1110000,1110000,1030000,1060000
SERPINB7,610331,222119,391632,421462,502475,116696,140162,0
SFXN5,3140000,2420000,763813,815290,549252,408645,75346.3,0
SH3D19,1280000,1300000,1050000,911430,858279,382396,255094,0
SH3RF1,397726,343429,177169,177169,279592,342163,184089,231401
SHISA4,126879,126879,162052,234933,244358,188214,257859,303309
SHOC2,1630000,1560000,1730000,1930000,1400000,282398,206413,0
SHPK,3720000,3980000,2150000,1980000,1180000,823099,216958,216958
SLBP,2250000,1530000,1060000,1110000,1110000,1070000,831184,879166
SLC12A9,3720000,2910000,2200000,1910000,1470000,662576,407347,0
SLC20A2,2980000,2590000,1800000,1740000,1790000,935347,289160,0
SLC25A15,6040000,4490000,2390000,2230000,1430000,608216,343798,343798
SLC29A2,634595,359475,359475,458179,378634,447558,146168,255802
SLC33A1,7540000,6880000,2690000,2720000,1410000,994025,332532,0
SLC35A1,1900000,1680000,999932,776168,641784,406954,241230,0
SLC35C1,6020000,4510000,3190000,3140000,1920000,957753,491392,0
SLC43A1,9760000,8550000,5680000,4760000,6420000,1050000,1050000,861070
SLC45A4,1410000,1460000,845032,839463,519931,333255,333255,316400
SLC49A4,1570000,993158,823650,588500,485892,353353,322496,0
SMC5,3470000,3010000,3300000,2550000,1690000,693215,367256,367256
SMCHD1,19900000,16700000,6840000,5230000,2330000,949719,661120,661120
SMG6,143638,138375,37313.6,142522,142522,168734,197195,211205
SMG9,5510000,4150000,2170000,2020000,1110000,857260,530626,0
SMIM22,1620000,1150000,989128,981892,2530000,2530000,849497,1940000
SMPD2,1130000,933414,219907,344582,366693,361126,198980,0
SNX15,3090000,2860000,1490000,1590000,1110000,465260,175628,0
SNX16,506700,506700,633309,643902,652477,561474,452711,214654
SPAST,1160000,1420000,718002,546025,443317,444055,353219,0
SPATS2,682938,475488,475488,596633,433141,337529,280064,693345
SPINK1,764057,764057,640353,614092,1220000,401593,702581,1360000
SPTY2D1,1350000,2860000,5500000,5500000,1070000,1330000,931370,1970000
SRGAP2,3140000,2680000,1860000,1320000,1340000,735445,388847,388847
STARD3NL,4450000,3740000,2570000,2340000,1990000,1740000,2010000,0
STK10,4160000,3890000,2670000,1710000,882305,634418,348945,348945
STS,731938,731938,716030,694153,551042,542744,537240,330950
STX18,10500000,9570000,5830000,4340000,2490000,598856,598856,278220
STXBP5,633523,529361,400835,448230,405572,193408,149154,0
SUDS3,1730000,1970000,1510000,2290000,1650000,1650000,889261,724682
SURF1,2560000,2270000,1190000,846905,609426,309371,140673,0
TAF3,4560000,4560000,3960000,3830000,5210000,4790000,2210000,2600000
TAF5,4820000,4390000,3110000,2440000,1340000,1070000,566192,566192
TAPBPL,4910000,4860000,4110000,3540000,2530000,1850000,892823,892823
TBC1D30,1750000,1750000,869726,1080000,806419,866778,778303,710945
TBP,3270000,2700000,1660000,1820000,1480000,857570,314680,0
